city,product_name,date,product_id,path
Barcelona,S2C_MSIL2A_20260804T103621_N0512_R008_T31TDG_20260804T155622.SAFE,2026-08-04T10:36:21.025000Z,39666439-200e-4b3a-93de-b5fde1c518be,C:\green-space-segmentation-ai\data\raw\sentinel\Barcelona\S2C_MSIL2A_20260804T103621_N0512_R008_T31TDG_20260804T155622.SAFE.zip
Barcelona,S2B_MSIL2A_20260730T103629_N0512_R008_T31TDF_20260730T143638.SAFE,2026-07-30T10:36:29.024000Z,0e3195f3-bf6b-477f-aee3-ffb4cc792556,C:\green-space-segmentation-ai\data\raw\sentinel\Barcelona\S2B_MSIL2A_20260730T103629_N0512_R008_T31TDF_20260730T143638.SAFE.zip
Barcelona,S2C_MSIL2A_20260804T103621_N0512_R008_T31TDG_20260804T155622.SAFE,2026-08-04T10:36:21.025000Z,39666439-200e-4b3a-93de-b5fde1c518be,C:\green-space-segmentation-ai\data\raw\sentinel\Barcelona\S2C_MSIL2A_20260804T103621_N0512_R008_T31TDG_20260804T155622.SAFE.zip
Barcelona,S2B_MSIL2A_20260730T103629_N0512_R008_T31TDF_20260730T143638.SAFE,2026-07-30T10:36:29.024000Z,0e3195f3-bf6b-477f-aee3-ffb4cc792556,C:\green-space-segmentation-ai\data\raw\sentinel\Barcelona\S2B_MSIL2A_20260730T103629_N0512_R008_T31TDF_20260730T143638.SAFE.zip
Barcelona,S2B_MSIL2A_20260730T103629_N0512_R008_T31TDG_20260730T143638.SAFE,2026-07-30T10:36:29.024000Z,abaf2871-a1e5-46bb-803b-eca4ca6cda9b,C:\green-space-segmentation-ai\data\raw\sentinel\Barcelona\S2B_MSIL2A_20260730T103629_N0512_R008_T31TDG_20260730T143638.SAFE.zip
Barcelona,S2C_MSIL2A_20260804T103621_N0512_R008_T31TDG_20260804T155622.SAFE,2026-08-04T10:36:21.025000Z,39666439-200e-4b3a-93de-b5fde1c518be,C:\green-space-segmentation-ai\data\raw\sentinel\Barcelona\S2C_MSIL2A_20260804T103621_N0512_R008_T31TDG_20260804T155622.SAFE.zip
Barcelona,S2B_MSIL2A_20260730T103629_N0512_R008_T31TDF_20260730T143638.SAFE,2026-07-30T10:36:29.024000Z,0e3195f3-bf6b-477f-aee3-ffb4cc792556,C:\green-space-segmentation-ai\data\raw\sentinel\Barcelona\S2B_MSIL2A_20260730T103629_N0512_R008_T31TDF_20260730T143638.SAFE.zip
Barcelona,S2B_MSIL2A_20260730T103629_N0512_R008_T31TDG_20260730T143638.SAFE,2026-07-30T10:36:29.024000Z,abaf2871-a1e5-46bb-803b-eca4ca6cda9b,C:\green-space-segmentation-ai\data\raw\sentinel\Barcelona\S2B_MSIL2A_20260730T103629_N0512_R008_T31TDG_20260730T143638.SAFE.zip
Barcelona,S2C_MSIL2A_20260804T103621_N0512_R008_T31TDG_20260804T155622.SAFE,2026-08-04T10:36:21.025000Z,39666439-200e-4b3a-93de-b5fde1c518be,C:\green-space-segmentation-ai\data\raw\sentinel\Barcelona\S2C_MSIL2A_20260804T103621_N0512_R008_T31TDG_20260804T155622.SAFE.zip
Barcelona,S2B_MSIL2A_20260730T103629_N0512_R008_T31TDF_20260730T143638.SAFE,2026-07-30T10:36:29.024000Z,0e3195f3-bf6b-477f-aee3-ffb4cc792556,C:\green-space-segmentation-ai\data\raw\sentinel\Barcelona\S2B_MSIL2A_20260730T103629_N0512_R008_T31TDF_20260730T143638.SAFE.zip
Barcelona,S2B_MSIL2A_20260730T103629_N0512_R008_T31TDG_20260730T143638.SAFE,2026-07-30T10:36:29.024000Z,abaf2871-a1e5-46bb-803b-eca4ca6cda9b,C:\green-space-segmentation-ai\data\raw\sentinel\Barcelona\S2B_MSIL2A_20260730T103629_N0512_R008_T31TDG_20260730T143638.SAFE.zip
Oujda,S2B_MSIL2A_20260802T104619_N0512_R051_T30SWD_20260802T144452.SAFE,2026-08-02T10:46:19.024000Z,689343d1-ca91-43cc-8a2a-2e5c503ab0ba,C:\green-space-segmentation-ai\data\raw\sentinel\Oujda\S2B_MSIL2A_20260802T104619_N0512_R051_T30SWD_20260802T144452.SAFE.zip
